Unnamed: 0,weight,prod_distance,time_delivery,target
3808,28.0,2501.0,6.0,584027.0699192637
3891,37.0,2936.0,1.0,714273.7708572765
4143,64.0,2043.0,3.0,698715.4427244101
3952,73.0,2936.0,11.0,822970.7308572765
4546,28.0,1804.0,13.0,598822.2118136714
4315,73.0,1237.0,9.0,783172.9618052801
3445,46.0,1335.0,14.0,705903.4153672726
1799,64.0,2231.0,7.0,691056.4440008645
3710,19.0,2796.0,14.0,599631.9612148325
4366,19.0,2043.0,9.0,539378.0927244101
1871,37.0,2074.0,8.0,609750.8612369471
129,37.0,1346.0,2.0,675753.6369504638
1556,55.0,1467.0,6.0,730039.3802069426
1463,28.0,1335.0,7.0,640962.1153672726
3653,37.0,1734.0,12.0,641658.2566874628
923,46.0,2631.0,13.0,668193.3679983787
2524,19.0,2105.0,1.0,536366.3537311212
3728,10.0,2231.0,2.0,492184.7040008646
4145,64.0,2680.0,7.0,733377.6076797519
4697,1.0,2936.0,6.0,557525.8108572764
809,19.0,2913.0,7.0,634192.7204500827
776,64.0,2074.0,6.0,696476.8412369471
3187,64.0,1335.0,2.0,762231.7153672726
2616,73.0,1335.0,10.0,784293.8653672726
2352,10.0,2135.0,10.0,493606.6579669729
16,28.0,2028.0,14.0,576981.0247340297
1898,37.0,1772.0,2.0,638563.9933498312
2484,10.0,2416.0,3.0,498196.9323281041
104,82.0,2105.0,7.0,737726.5037311212
4403,46.0,1335.0,12.0,706371.4153672726
1885,73.0,2501.0,4.0,728522.5199192637
813,10.0,2074.0,3.0,497527.8812369472
4187,37.0,1928.0,4.0,621774.3091183892
3576,1.0,2135.0,8.0,450520.5079669729
636,37.0,2105.0,13.0,607089.2537311212
3192,28.0,2074.0,12.0,574374.2012369471
2095,37.0,1467.0,6.0,669583.3202069426
3684,82.0,2074.0,6.0,739546.1612369472
343,28.0,1335.0,13.0,639882.1153672726
3513,10.0,1237.0,14.0,560480.65180528
1200,64.0,1804.0,6.0,721052.6518136715
3492,28.0,1731.0,12.0,607376.972182472
840,55.0,1161.0,14.0,727928.0949294312
4269,55.0,1459.0,4.0,730785.2939110985
2743,10.0,2028.0,4.0,500547.98473402974
2258,28.0,1459.0,9.0,635144.3639110986
2984,64.0,1459.0,6.0,756458.6039110986
1367,73.0,1797.0,8.0,744554.1281415536
4842,64.0,2501.0,7.0,705194.4299192637
2858,73.0,1335.0,11.0,784104.8653672726
307,55.0,2631.0,5.0,698364.1579983787
4488,55.0,1346.0,2.0,736187.9169504638
1958,64.0,2700.0,12.0,736644.1314326305
156,64.0,1467.0,14.0,754453.4102069426
2185,10.0,2118.0,8.0,494674.7924994892
1080,1.0,2796.0,4.0,517228.6812148326
4371,46.0,2488.0,5.0,649160.8524644242
464,82.0,2118.0,11.0,736454.7524994892
2538,28.0,1346.0,9.0,640469.4969504637
2854,28.0,2028.0,8.0,578169.0247340297
2347,1.0,1928.0,4.0,465704.22911838925
975,19.0,1284.0,10.0,603081.0118735133
4360,10.0,1797.0,14.0,521356.0181415536
870,1.0,2700.0,11.0,493860.1314326305
3415,64.0,1161.0,14.0,753754.5849294312
642,64.0,1284.0,2.0,762292.8118735134
1222,19.0,2936.0,12.0,640602.2908572765
4317,28.0,1467.0,2.0,635269.2902069426
1350,82.0,1346.0,14.0,803241.3369504637
734,28.0,2098.0,3.0,574231.905357765
2528,73.0,2631.0,13.0,746069.7379983788
943,55.0,2043.0,5.0,672665.5727244101
2829,55.0,2416.0,7.0,671274.1323281042
4653,19.0,2476.0,10.0,543150.1387274452
3781,73.0,1459.0,11.0,778630.9139110985
1468,46.0,2936.0,8.0,745525.0108572766
3755,73.0,2074.0,13.0,718272.5012369471
1097,55.0,1567.0,10.0,720820.1149412772
2891,73.0,1783.0,10.0,745809.6558336186
4053,55.0,1772.0,10.0,698210.9533498312
1939,73.0,1772.0,2.0,747921.9133498312
1432,37.0,1928.0,7.0,621477.3091183892
810,55.0,2098.0,2.0,669505.3653577651
2497,19.0,2501.0,13.0,545218.9799192636
3646,73.0,1772.0,1.0,747948.9133498312
4582,37.0,2913.0,6.0,706690.0604500828
4693,28.0,1459.0,14.0,634109.3639110986
1417,46.0,2098.0,9.0,639985.545357765
2693,46.0,2476.0,11.0,647039.6587274452
3665,55.0,2118.0,3.0,668472.8924994892
3739,55.0,1467.0,5.0,730138.3802069426
2169,73.0,1804.0,9.0,743616.0118136714
1848,28.0,2936.0,8.0,678972.5308572765
2760,46.0,2631.0,5.0,669489.3679983787
1551,73.0,2028.0,14.0,721083.6247340296
2640,64.0,2796.0,1.0,760415.1612148324
3098,1.0,1797.0,14.0,477976.2881415536
548,73.0,1161.0,2.0,778393.0749294312
1098,64.0,1804.0,2.0,721340.6518136715
900,10.0,1567.0,4.0,548520.9649412772
124,28.0,1797.0,5.0,600906.4781415536
784,55.0,2416.0,2.0,671679.1323281042
4196,55.0,2231.0,11.0,664485.6540008646
4373,64.0,2098.0,8.0,694876.1853577651
1601,82.0,1804.0,13.0,762876.3718136714
4184,46.0,2700.0,2.0,683058.1314326305
1809,28.0,2631.0,3.0,603135.7879983787
253,28.0,2471.0,6.0,580832.222352141
4845,46.0,2416.0,6.0,642535.6923281042
4072,64.0,2476.0,7.0,702493.3387274452
1916,64.0,1804.0,12.0,720080.6518136715
4102,37.0,2118.0,10.0,607080.6524994893
4756,28.0,2105.0,10.0,573050.8037311212
2646,73.0,2074.0,10.0,718893.5012369471
2762,1.0,2631.0,4.0,481456.4179983788
3453,19.0,1237.0,1.0,602648.9818052801
2944,1.0,2135.0,6.0,450772.5079669729
3030,64.0,2700.0,14.0,736176.1314326305
4327,19.0,2163.0,4.0,533848.1025970788
293,37.0,2680.0,13.0,645660.007679752
3288,10.0,2028.0,2.0,500655.98473402974
3402,37.0,2476.0,9.0,615622.8187274452
2980,28.0,2476.0,4.0,581514.9787274452
3043,64.0,1734.0,7.0,728895.4366874628
2465,64.0,2631.0,11.0,723458.9479983787
3779,46.0,1797.0,12.0,666182.9381415535
3346,1.0,1161.0,2.0,513461.1549294312
1380,19.0,1928.0,12.0,548419.2691183892
3577,28.0,2936.0,14.0,677784.5308572765
3602,10.0,2074.0,14.0,495844.8812369472
4771,28.0,1335.0,4.0,641259.1153672726
4547,19.0,1161.0,11.0,596137.1349294311
2454,73.0,1734.0,11.0,751209.4966874628
2100,28.0,1783.0,3.0,602636.3058336186
2606,55.0,1804.0,3.0,695411.2918136714
2658,73.0,2074.0,7.0,719352.5012369471
1576,55.0,2680.0,1.0,707846.407679752
2367,10.0,2488.0,4.0,504634.1724644242
2930,73.0,1335.0,9.0,784464.8653672726
3701,19.0,2043.0,2.0,540071.0927244101
4809,1.0,1284.0,9.0,519500.8918735134
2472,64.0,2936.0,8.0,800413.4908572766
1121,10.0,1734.0,9.0,529599.0766874629
4556,73.0,2796.0,8.0,782905.8012148325
1695,37.0,2105.0,10.0,607710.2537311212
4484,1.0,2680.0,1.0,490831.2076797519
3789,1.0,2028.0,1.0,457282.4647340298
4261,82.0,2118.0,5.0,737318.7524994892
3736,37.0,2118.0,7.0,607539.6524994893
2637,73.0,2118.0,5.0,717238.1324994892
2000,55.0,2476.0,2.0,676953.4987274453
3436,55.0,1772.0,6.0,698786.9533498312
2034,1.0,1237.0,11.0,517826.3218052801
2226,1.0,2936.0,12.0,556553.8108572764
3537,19.0,1804.0,9.0,562065.8518136714
3911,82.0,2163.0,7.0,735379.7925970787
2356,82.0,1237.0,13.0,802382.29180528
2612,28.0,1928.0,7.0,586833.7891183892
2141,73.0,1284.0,1.0,785241.3718735133
3955,28.0,2118.0,13.0,571799.0324994893
985,37.0,1237.0,4.0,674592.64180528
2697,19.0,1928.0,6.0,549391.2691183892
3383,37.0,2476.0,14.0,614587.8187274452
406,19.0,2700.0,6.0,578631.1314326305
1592,1.0,2501.0,5.0,462544.7999192636
3173,37.0,2163.0,3.0,606156.4425970789
2976,73.0,1467.0,8.0,778579.4402069426
3042,1.0,2163.0,10.0,449182.7625970788
4271,46.0,1335.0,5.0,707442.4153672726
3339,82.0,1783.0,5.0,766535.1258336187
12,10.0,1804.0,8.0,521754.4918136714
1321,55.0,1928.0,1.0,682448.3491183892
4154,46.0,2680.0,4.0,678832.207679752
4613,55.0,2074.0,6.0,670568.1812369471
4495,46.0,1797.0,8.0,666902.9381415535
4244,46.0,2074.0,11.0,640978.5212369472
1143,73.0,1467.0,7.0,778714.4402069426
1926,19.0,1335.0,13.0,602375.9653672726
2069,37.0,2135.0,2.0,607205.1079669729
1675,46.0,2028.0,13.0,643613.0647340297
1727,82.0,2913.0,13.0,835413.9104500827
3526,73.0,2936.0,12.0,822763.7308572765
96,37.0,2028.0,11.0,612308.5447340297
230,46.0,2028.0,6.0,644810.0647340297
2872,64.0,2135.0,5.0,693506.5579669729
1375,82.0,2796.0,11.0,802534.4412148325
376,82.0,2796.0,10.0,802723.4412148325
1723,28.0,2074.0,9.0,574941.2012369471
2021,46.0,1467.0,13.0,700072.3502069425
1235,73.0,1284.0,4.0,785106.3718735133
3476,28.0,2913.0,9.0,671552.8904500827
3629,10.0,1161.0,11.0,555730.6449294311
4443,64.0,2476.0,14.0,701170.3387274452
617,28.0,2471.0,5.0,580931.222352141
4283,1.0,2163.0,6.0,449758.7625970788
1391,19.0,1161.0,7.0,596785.1349294311
3954,82.0,1783.0,4.0,766616.1258336187
4273,1.0,1797.0,6.0,479416.2881415536
2341,1.0,2913.0,13.0,549068.3804500827
2020,28.0,2796.0,9.0,638304.6012148325
3165,10.0,2488.0,2.0,504742.1724644242
1388,28.0,2028.0,7.0,578304.0247340297
126,64.0,1237.0,2.0,760948.6318052801
3027,64.0,2471.0,4.0,702285.7823521411
3683,19.0,2631.0,12.0,564297.9979983787
3419,82.0,1459.0,1.0,799732.2239110986
832,73.0,2028.0,6.0,722523.6247340296
68,64.0,2471.0,5.0,702204.7823521411
973,28.0,1284.0,14.0,639718.5718735134
3844,82.0,1734.0,10.0,771444.5566874628
820,55.0,1928.0,11.0,681368.3491183892
4220,73.0,1783.0,8.0,746133.6558336186
2698,73.0,1928.0,11.0,730243.3891183891
3621,55.0,2913.0,3.0,767649.4004500827
3390,37.0,2416.0,13.0,609567.2523281042
755,82.0,1335.0,2.0,805168.0153672725
4417,37.0,2118.0,1.0,607971.6524994893
1260,19.0,2105.0,6.0,536051.3537311212
4780,19.0,2488.0,3.0,545223.0924644242
1782,1.0,2098.0,6.0,452516.44535776513
1292,28.0,1772.0,13.0,602449.5133498312
2364,10.0,2501.0,4.0,506068.8899192636
3666,64.0,1346.0,10.0,761167.0569504637
1925,19.0,1459.0,13.0,596835.0539110985
2269,46.0,1804.0,8.0,666115.9318136714
429,19.0,2416.0,9.0,538068.3723281042
3798,10.0,1284.0,6.0,563239.4518735134
4217,19.0,1734.0,10.0,569886.1366874628
51,46.0,2476.0,7.0,647687.6587274452
837,10.0,2936.0,3.0,601251.0508572765
2652,37.0,2118.0,6.0,607656.6524994893
1147,64.0,2028.0,3.0,699778.1047340297
4381,55.0,1731.0,8.0,703226.342182472
4788,46.0,1928.0,12.0,652349.8291183892
4572,10.0,1459.0,2.0,557886.7439110986
4802,82.0,2476.0,9.0,745347.0187274452
2529,55.0,1804.0,4.0,695348.2918136714
2038,37.0,2680.0,1.0,647172.007679752
3230,1.0,2416.0,11.0,453753.4923281041
3053,10.0,1928.0,1.0,509230.7491183892
203,64.0,2028.0,9.0,699130.1047340297
621,46.0,2231.0,9.0,636006.8640008646
3148,37.0,2028.0,8.0,612821.5447340297
629,73.0,2631.0,11.0,746501.7379983788
3464,64.0,2231.0,9.0,690768.4440008645
1622,1.0,2416.0,7.0,454401.4923281041
4528,64.0,1797.0,8.0,721586.3981415535
1944,64.0,1284.0,10.0,761428.8118735134
4045,46.0,2074.0,12.0,640771.5212369472
3662,10.0,2163.0,12.0,492199.43259707873
2304,46.0,1783.0,2.0,669026.2458336187
3376,37.0,2501.0,13.0,617525.1599192637
3009,64.0,2471.0,8.0,701853.7823521411
3637,55.0,1731.0,14.0,702038.342182472
1734,10.0,2105.0,12.0,494587.9037311211
4264,1.0,2913.0,4.0,550445.3804500827
2771,1.0,1335.0,11.0,519047.66536727257
4038,46.0,2913.0,2.0,738794.2304500827
566,28.0,2796.0,8.0,638457.6012148325
1120,55.0,1237.0,13.0,733630.30180528
4470,37.0,2476.0,2.0,616315.8187274452
4333,82.0,1734.0,14.0,770580.5566874628
1572,10.0,2043.0,6.0,499297.22272441006
3240,1.0,2105.0,2.0,452440.4537311212
2533,64.0,2796.0,12.0,759128.1612148324
3663,19.0,2936.0,7.0,641457.2908572765
1267,28.0,2936.0,12.0,678252.5308572765
3301,55.0,2936.0,2.0,774967.2508572766
1086,55.0,1335.0,10.0,735525.5653672726
1643,55.0,2631.0,9.0,697860.1579983787
4058,64.0,1459.0,7.0,756341.6039110986
2496,19.0,2118.0,3.0,535662.4124994893
4457,55.0,2796.0,11.0,733361.5212148326
1866,73.0,2680.0,6.0,756541.807679752
24,1.0,2631.0,11.0,480511.4179983788
3837,55.0,1731.0,4.0,703658.342182472
393,28.0,2501.0,5.0,584126.0699192637
2334,73.0,1161.0,1.0,778420.0749294312
3578,64.0,2631.0,14.0,722783.9479983787
4472,19.0,1804.0,1.0,562785.8518136714
4848,28.0,2631.0,12.0,601920.7879983787
4724,19.0,2796.0,6.0,601071.9612148325
1894,55.0,2118.0,9.0,667824.8924994892
824,73.0,1237.0,6.0,783577.9618052801
2830,28.0,2471.0,1.0,581147.222352141
3360,37.0,1459.0,3.0,670393.6739110985
2550,73.0,2680.0,14.0,755101.807679752
2441,28.0,2028.0,6.0,578421.0247340297
1021,55.0,1804.0,6.0,695168.2918136714
4645,64.0,1731.0,4.0,729536.1321824719
3558,37.0,2796.0,10.0,672855.2412148325
500,19.0,2631.0,4.0,565449.9979983787
2445,19.0,2098.0,12.0,535442.0853577651
4335,82.0,1734.0,9.0,771615.5566874628
2802,1.0,2700.0,6.0,494625.1314326305
4199,19.0,2416.0,7.0,538356.3723281042
4388,37.0,2501.0,14.0,617282.1599192637
4593,46.0,2118.0,7.0,639284.2724994892
681,1.0,2074.0,13.0,452683.2212369471
4430,82.0,2231.0,9.0,733866.0240008646
2590,28.0,2105.0,11.0,572861.8037311212
2613,28.0,1783.0,7.0,602276.3058336186
419,37.0,2163.0,14.0,604473.4425970789
372,37.0,2796.0,4.0,673611.2412148325
2,73.0,2416.0,7.0,720237.0123281042
2194,73.0,2231.0,3.0,714423.2340008646
2896,82.0,2163.0,11.0,734731.7925970787
3358,19.0,2631.0,6.0,565269.9979983787
2455,55.0,2680.0,8.0,707279.407679752
4881,64.0,2476.0,2.0,702898.3387274452
4361,73.0,2135.0,2.0,716693.707966973
2821,64.0,2936.0,12.0,799693.4908572766
2432,64.0,2231.0,1.0,691488.4440008645
4237,37.0,2936.0,2.0,714246.7708572765
4704,10.0,2098.0,7.0,495806.26535776514
614,1.0,2471.0,4.0,459439.0523521411
4542,64.0,2796.0,8.0,759848.1612148324
220,1.0,2135.0,7.0,450655.5079669729
2474,46.0,1284.0,3.0,707656.6918735134
1626,64.0,1772.0,6.0,724668.4333498311
2155,64.0,2074.0,1.0,696791.8412369471
3502,46.0,1567.0,5.0,692716.0849412772
64,10.0,1161.0,1.0,556810.6449294311
595,37.0,1467.0,11.0,668818.3202069426
1929,1.0,1237.0,13.0,517394.3218052801
4286,37.0,1567.0,2.0,661210.0549412773
4508,10.0,2098.0,5.0,496022.26535776514
2933,28.0,2416.0,10.0,575500.8123281042
4242,64.0,2118.0,2.0,694430.5124994892
3792,28.0,1459.0,10.0,634973.3639110986
3534,37.0,1161.0,10.0,668391.1149294311
3069,46.0,1731.0,13.0,673487.552182472
898,64.0,2501.0,12.0,704339.4299192637
2013,37.0,1284.0,1.0,676059.1318735133
130,1.0,2913.0,11.0,549500.3804500827
4578,28.0,2476.0,2.0,581622.9787274452
3316,46.0,1928.0,2.0,653609.8291183892
4348,55.0,1928.0,8.0,681881.3491183892
194,82.0,2043.0,13.0,740339.1827244101
228,10.0,2936.0,2.0,601296.0508572765
4541,28.0,1237.0,9.0,639426.31180528
2702,82.0,1731.0,1.0,772678.712182472
3309,28.0,1467.0,4.0,635161.2902069426
7,55.0,2796.0,1.0,734441.5212148326
763,73.0,2471.0,7.0,725017.172352141
3742,64.0,1734.0,1.0,729327.4366874628
3204,73.0,1467.0,2.0,779119.4402069426
4202,37.0,2488.0,8.0,617031.9324644243
691,46.0,2936.0,14.0,744337.0108572766
4854,1.0,2913.0,7.0,550148.3804500827
4823,55.0,2501.0,12.0,678392.3399192637
1772,10.0,1161.0,14.0,555055.6449294311
4789,55.0,2163.0,13.0,665297.7825970788
2825,1.0,2700.0,7.0,494508.1314326305
1896,19.0,1237.0,14.0,600893.9818052801
2787,55.0,1284.0,3.0,736410.2518735133
539,46.0,2488.0,11.0,648296.8524644242
4540,1.0,1804.0,6.0,478626.1318136714
1854,10.0,2936.0,6.0,601008.0508572765
4037,73.0,2105.0,13.0,716567.0537311212
2042,46.0,1459.0,5.0,701934.9839110986
411,19.0,1467.0,1.0,597778.2602069426
1299,28.0,1804.0,3.0,600262.2118136714
1251,10.0,2680.0,4.0,534155.407679752
4524,73.0,2631.0,14.0,745826.7379983788
1076,82.0,2231.0,6.0,734271.0240008646
3887,46.0,1731.0,5.0,674783.552182472
4105,19.0,2936.0,13.0,640377.2908572765
907,82.0,2680.0,1.0,776988.007679752
3610,28.0,1346.0,7.0,640757.4969504637
4278,19.0,2135.0,7.0,534559.8079669729
3177,10.0,2028.0,6.0,500367.98473402974
3719,46.0,2936.0,9.0,745372.0108572766
788,73.0,2043.0,3.0,721705.3127244101
3901,1.0,2631.0,10.0,480700.4179983788
4883,1.0,1772.0,4.0,482442.0733498312
82,46.0,2631.0,14.0,667950.3679983787
1325,55.0,2913.0,5.0,767505.4004500827
4749,64.0,1284.0,5.0,762103.8118735134
3997,10.0,2476.0,7.0,503084.2987274453
403,82.0,1335.0,4.0,805060.0153672725
802,37.0,1804.0,10.0,634075.5718136714
3172,19.0,1335.0,12.0,602600.9653672726
3318,10.0,1335.0,1.0,563465.8153672726
2650,73.0,2028.0,1.0,722838.6247340296
3923,82.0,2043.0,14.0,740096.1827244101
1191,64.0,2471.0,11.0,701340.7823521411
3975,64.0,1734.0,6.0,729012.4366874628
1995,19.0,2028.0,4.0,541032.5047340296
4564,37.0,2501.0,4.0,618902.1599192637
779,10.0,1731.0,6.0,530349.3921824719
4577,19.0,2471.0,1.0,543538.832352141
301,46.0,2043.0,10.0,643168.7027244101
2135,55.0,2135.0,4.0,667673.4079669729
2853,82.0,1467.0,10.0,798277.4702069425
4592,1.0,1161.0,4.0,513353.1549294312
3866,10.0,1804.0,1.0,522321.4918136714
4863,10.0,1284.0,14.0,561799.4518735134
3231,1.0,1797.0,8.0,479164.2881415536
3538,10.0,1335.0,11.0,562385.8153672726
254,46.0,2043.0,8.0,643492.7027244101
2780,46.0,2913.0,13.0,737309.2304500827
1687,1.0,2028.0,3.0,457210.4647340298
3200,19.0,1346.0,6.0,603367.3569504637
2719,28.0,2796.0,10.0,638133.6012148325
1003,19.0,2043.0,13.0,538586.0927244101
2688,1.0,2488.0,14.0,459572.2524644242
932,82.0,1237.0,2.0,803867.29180528
4876,19.0,2700.0,2.0,578919.1314326305
2136,10.0,2700.0,6.0,538086.1314326305
540,55.0,2680.0,10.0,706955.407679752
2394,64.0,1797.0,7.0,721721.3981415535
2874,19.0,1928.0,2.0,549679.2691183892
4705,1.0,1797.0,4.0,479596.2881415536
2009,73.0,2680.0,4.0,756721.807679752
853,46.0,2471.0,14.0,645861.0023521412
2982,10.0,2416.0,5.0,498052.9323281041
1010,64.0,2028.0,6.0,699535.1047340297
83,64.0,2631.0,5.0,724322.9479983787
2696,73.0,1459.0,1.0,779710.9139110985
2926,55.0,1459.0,5.0,730704.2939110985
3259,37.0,2043.0,13.0,610809.8327244101
3120,10.0,2631.0,10.0,524155.2079983787
3546,10.0,2471.0,10.0,502123.4423521411
3066,10.0,2488.0,13.0,503257.1724644242
2130,55.0,2231.0,12.0,664278.6540008646
3310,37.0,2028.0,9.0,612668.5447340297
1272,37.0,1459.0,11.0,669385.6739110985
2781,28.0,2700.0,1.0,616575.1314326305
2939,28.0,1928.0,2.0,587238.7891183892
4177,19.0,2074.0,14.0,536333.5412369472
639,55.0,1783.0,13.0,696339.7158336187
3430,55.0,2796.0,2.0,734414.5212148326
3193,55.0,1284.0,9.0,735762.2518735133
1825,82.0,2163.0,13.0,734299.7925970787
1259,64.0,1459.0,4.0,756638.6039110986
640,46.0,1284.0,2.0,707701.6918735134
1195,28.0,2098.0,12.0,573016.905357765
1516,37.0,1928.0,12.0,620622.3091183892
2122,64.0,1335.0,5.0,762042.7153672726
2405,10.0,2098.0,10.0,495347.26535776514
1529,37.0,1772.0,3.0,638518.9933498312
1404,64.0,2118.0,12.0,693170.5124994892
1249,64.0,1797.0,14.0,720398.3981415535
2890,55.0,2700.0,13.0,710454.1314326305
1887,55.0,2631.0,4.0,698445.1579983787
140,64.0,2105.0,13.0,693571.6037311212
4628,82.0,2416.0,7.0,740344.4523281042
2999,64.0,1467.0,12.0,754921.4102069426
538,37.0,2105.0,12.0,607314.2537311212
2018,46.0,2105.0,4.0,640209.7037311213
2461,37.0,2098.0,2.0,608935.7253577651
649,55.0,2028.0,14.0,672190.5847340297
351,73.0,1731.0,4.0,752497.922182472
3772,28.0,1459.0,13.0,634352.3639110986
3596,19.0,2074.0,7.0,537656.5412369472
1027,55.0,1783.0,9.0,697131.7158336187
1707,1.0,2471.0,7.0,459142.0523521411
628,46.0,1459.0,4.0,702015.9839110986
3790,37.0,1928.0,9.0,621189.3091183892
2897,73.0,1731.0,7.0,752200.922182472
1005,10.0,2700.0,13.0,536889.1314326305
1684,64.0,1928.0,6.0,708028.8691183892
1390,73.0,1783.0,12.0,745413.6558336186
2648,55.0,2105.0,2.0,669145.1537311212
1264,64.0,1346.0,1.0,762058.0569504637
4730,1.0,2471.0,11.0,458494.0523521411
151,55.0,1335.0,3.0,736344.5653672726
1440,82.0,2074.0,3.0,739789.1612369472
1009,10.0,2936.0,13.0,599811.0508572765
1104,64.0,2074.0,2.0,696764.8412369471
891,37.0,2476.0,13.0,614830.8187274452
2500,28.0,2936.0,7.0,679107.5308572765
2444,64.0,2416.0,11.0,696565.5723281042
42,46.0,1772.0,14.0,668549.4733498312
3182,46.0,2416.0,2.0,642823.6923281042
250,10.0,2098.0,8.0,495671.26535776514
946,1.0,1772.0,7.0,482145.0733498312
645,64.0,2416.0,1.0,697645.5723281042
4149,10.0,2135.0,7.0,494065.6579669729
1146,82.0,2631.0,2.0,767681.5279983788
4284,46.0,1797.0,3.0,667397.9381415535
2643,10.0,2135.0,9.0,493777.6579669729
2439,19.0,1237.0,5.0,602432.9818052801
4662,1.0,2680.0,10.0,489940.2076797519
1822,37.0,1731.0,3.0,643217.7621824719
753,19.0,2700.0,3.0,578874.1314326305
1461,64.0,1772.0,12.0,723696.4333498311
2174,82.0,2118.0,2.0,737507.7524994892
3306,46.0,2074.0,5.0,641842.5212369472
1313,37.0,2098.0,10.0,608071.7253577651
2491,73.0,2231.0,12.0,713208.2340008646
412,1.0,1459.0,10.0,513673.4339110986
3940,19.0,1783.0,6.0,564846.8358336187
2411,28.0,2700.0,2.0,616548.1314326305
4115,10.0,2476.0,10.0,502625.2987274453
3073,19.0,1346.0,7.0,603250.3569504637
4670,1.0,2471.0,6.0,459259.0523521411
3961,37.0,1731.0,13.0,641777.7621824719
2307,82.0,1783.0,7.0,766319.1258336187
3918,55.0,1928.0,2.0,682421.3491183892
119,19.0,2488.0,10.0,544404.0924644242
4559,1.0,2936.0,2.0,557813.8108572764
2374,73.0,2098.0,1.0,718438.0053577651
1730,82.0,1783.0,12.0,765464.1258336187
4299,73.0,2098.0,2.0,718411.0053577651
2308,19.0,2135.0,6.0,534676.8079669729
4533,73.0,1346.0,1.0,784985.1969504637
4744,1.0,2118.0,8.0,451266.1724994892
2534,1.0,1734.0,4.0,486810.01668746286
1277,37.0,2796.0,12.0,672459.2412148325
2866,73.0,1772.0,3.0,747876.9133498312
4017,37.0,1783.0,2.0,637311.7758336186
2502,46.0,2231.0,1.0,636726.8640008646
1661,46.0,2135.0,12.0,637691.2579669729
3483,19.0,1772.0,5.0,566200.0333498312
136,55.0,2680.0,13.0,706334.407679752
1713,46.0,2796.0,6.0,705236.8812148325
4240,46.0,2913.0,4.0,738686.2304500827
1290,28.0,2074.0,3.0,575589.2012369471
4891,82.0,2098.0,3.0,738444.8253577651
386,10.0,1734.0,13.0,528807.0766874629
4117,73.0,1928.0,12.0,730036.3891183891
2584,19.0,2501.0,11.0,545650.9799192636
3993,28.0,2118.0,5.0,573095.0324994893
1494,1.0,2231.0,2.0,448765.9140008646
397,28.0,2700.0,5.0,616359.1314326305
3697,1.0,1467.0,9.0,513274.20020694257
3099,10.0,2488.0,11.0,503689.1724644242
4295,28.0,1734.0,13.0,606807.1966874629
2549,10.0,1804.0,13.0,520809.4918136714
879,1.0,1734.0,5.0,486729.01668746286
3138,10.0,1567.0,11.0,547575.9649412772
3561,28.0,2488.0,3.0,582833.0124644242
3157,37.0,2105.0,9.0,607881.2537311212
3799,73.0,2631.0,5.0,747365.7379983788
